,airline,airline_id,airline_name,source_airport_iata,source_airport_icao,source_airport_id,source_airport_name,source_city,source_state,source_country,source_lat,source_lon,source_wiki,source_altitude,dest_airport_iata,dest_airport_icao,dest_airport_id,dest_airport_name,dest_city,dest_state,dest_country,dest_lat,dest_lon,dest_wiki,dest_altitude,codeshare,stops,equipment
6122,AA,24,American Airlines,MKE,KMKE,3717,General Mitchell International Airport,Milwaukee,WI,United States,42.94720077514648,-87.89659881591797,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,723.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,M80 M83
6123,AA,24,American Airlines,MKE,KMKE,3717,General Mitchell International Airport,Milwaukee,WI,United States,42.94720077514648,-87.89659881591797,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,723.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,CRJ
6124,AA,24,American Airlines,MKE,KMKE,3717,General Mitchell International Airport,Milwaukee,WI,United States,42.94720077514648,-87.89659881591797,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,723.0,PHL,KPHL,3752,Philadelphia International Airport,Philadelphia,PA,United States,39.87189865112305,-75.24109649658203,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,36.0,Y,0,CRJ
6125,AA,24,American Airlines,MKE,KMKE,3717,General Mitchell International Airport,Milwaukee,WI,United States,42.94720077514648,-87.89659881591797,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,723.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,,0,320 319
6126,AA,24,American Airlines,MLB,KMLB,3671,Melbourne International Airport,Melbourne,FL,United States,28.10280036926269,-80.64530181884766,http://en.wikipedia.org/wiki/Melbourne_International_Airport,33.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,,0,CRJ
6127,AA,24,American Airlines,MLI,KMLI,4072,Quad City International Airport,Moline,IL,United States,41.44850158691406,-90.50749969482422,http://en.wikipedia.org/wiki/Quad_City_International_Airport,590.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,Y,0,ERD ER4
6128,AA,24,American Airlines,MLI,KMLI,4072,Quad City International Airport,Moline,IL,United States,41.44850158691406,-90.50749969482422,http://en.wikipedia.org/wiki/Quad_City_International_Airport,590.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,ER4 ERD
6130,AA,24,American Airlines,MLU,KMLU,3732,Monroe Regional Airport,Monroe,LA,United States,32.51089859008789,-92.0376968383789,http://en.wikipedia.org/wiki/Monroe_Regional_Airport,79.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,Y,0,ER4 CRJ
6131,AA,24,American Airlines,MMH,KMMH,7081,Mammoth Yosemite Airport,Mammoth Lakes,CA,United States,37.62409973,-118.8379974,,7135.0,LAX,KLAX,3484,Los Angeles International Airport,Los Angeles,CA,United States,33.94250107,-118.4079971,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,125.0,Y,0,DH4
6132,AA,24,American Airlines,MOB,KMOB,3782,Mobile Regional Airport,Mobile,AL,United States,30.691200256348,-88.242797851562,http://en.wikipedia.org/wiki/Mobile_Regional_Airport,219.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,Y,0,CRJ
6133,AA,24,American Airlines,MOB,KMOB,3782,Mobile Regional Airport,Mobile,AL,United States,30.691200256348,-88.242797851562,http://en.wikipedia.org/wiki/Mobile_Regional_Airport,219.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,Y,0,ER4 CRJ
6134,AA,24,American Airlines,MQT,KSAW,3675,Sawyer International Airport,Gwinn,MI,United States,46.3535995483,-87.395401001,http://en.wikipedia.org/wiki/Sawyer_International_Airport,1221.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,ER4
6136,AA,24,American Airlines,MRY,KMRY,3948,Monterey Peninsula Airport,Monterey,CA,United States,36.58700180053711,-121.84300231933594,http://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,257.0,LAX,KLAX,3484,Los Angeles International Airport,Los Angeles,CA,United States,33.94250107,-118.4079971,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,125.0,Y,0,CRJ
6137,AA,24,American Airlines,MRY,KMRY,3948,Monterey Peninsula Airport,Monterey,CA,United States,36.58700180053711,-121.84300231933594,http://en.wikipedia.org/wiki/Monterey_Peninsula_Airport,257.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,Y,0,CRJ
6138,AA,24,American Airlines,MSN,KMSN,3459,Dane County Regional Truax Field,Madison,WI,United States,43.13990020751953,-89.3375015258789,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport,887.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,Y,0,ER4 CRJ
6139,AA,24,American Airlines,MSN,KMSN,3459,Dane County Regional Truax Field,Madison,WI,United States,43.13990020751953,-89.3375015258789,http://en.wikipedia.org/wiki/Dane_County_Regional_Airport,887.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,ER4 ERD
6140,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,,0,319 320 321
6141,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,DCA,KDCA,3520,Ronald Reagan Washington National Airport,Washington,DC,United States,38.8521,-77.037697,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,15.0,Y,0,E75 E70
6142,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,M80 M83 738
6143,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,MIA,KMIA,3576,Miami International Airport,Miami,FL,United States,25.79319953918457,-80.29060363769531,http://en.wikipedia.org/wiki/Miami_International_Airport,8.0,,0,738
6144,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,E75 CR7
6145,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,PHL,KPHL,3752,Philadelphia International Airport,Philadelphia,PA,United States,39.87189865112305,-75.24109649658203,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,36.0,,0,319 E90
6146,AA,24,American Airlines,MSP,KMSP,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,United States,44.882,-93.221802,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,841.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,,0,320 321 319
6147,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,AUS,KAUS,3673,Austin Bergstrom International Airport,Austin,TX,United States,30.194499969482425,-97.6698989868164,http://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,542.0,,0,
6148,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,Y,0,319 320 E75 CR9 E70
6149,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,DCA,KDCA,3520,Ronald Reagan Washington National Airport,Washington,DC,United States,38.8521,-77.037697,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,15.0,Y,0,E75 E70 319
6150,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,M80 M83
6151,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,MIA,KMIA,3576,Miami International Airport,Miami,FL,United States,25.79319953918457,-80.29060363769531,http://en.wikipedia.org/wiki/Miami_International_Airport,8.0,,0,738
6152,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,E75
6153,AA,24,American Airlines,MSY,KMSY,3861,Louis Armstrong New Orleans International Airport,New Orleans,LA,United States,29.99340057373047,-90.25800323486328,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,4.0,PHL,KPHL,3752,Philadelphia International Airport,Philadelphia,PA,United States,39.87189865112305,-75.24109649658203,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,36.0,Y,0,319 E90 E75
6161,AA,24,American Airlines,MYR,KMYR,3515,Myrtle Beach International Airport,Myrtle Beach,SC,United States,33.6796989441,-78.9282989502,http://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,25.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,,0,DH8 CR7 CR9
6162,AA,24,American Airlines,MYR,KMYR,3515,Myrtle Beach International Airport,Myrtle Beach,SC,United States,33.6796989441,-78.9282989502,http://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,25.0,DCA,KDCA,3520,Ronald Reagan Washington National Airport,Washington,DC,United States,38.8521,-77.037697,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,15.0,Y,0,CRJ
6163,AA,24,American Airlines,MYR,KMYR,3515,Myrtle Beach International Airport,Myrtle Beach,SC,United States,33.6796989441,-78.9282989502,http://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport,25.0,PHL,KPHL,3752,Philadelphia International Airport,Philadelphia,PA,United States,39.87189865112305,-75.24109649658203,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,36.0,Y,0,CRJ E75
6199,AA,24,American Airlines,OAJ,KOAJ,4386,Albert J Ellis Airport,Jacksonville NC,NC,United States,34.8292007446,-77.61209869380001,,94.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,,0,DH8 CR7
6200,AA,24,American Airlines,OAJ,KOAJ,4386,Albert J Ellis Airport,Jacksonville NC,NC,United States,34.8292007446,-77.61209869380001,,94.0,DCA,KDCA,3520,Ronald Reagan Washington National Airport,Washington,DC,United States,38.8521,-77.037697,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,15.0,Y,0,CRJ
6201,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,HNL,PHNL,3728,Daniel K Inouye International Airport,Honolulu,HI,United States,21.32062,-157.924228,http://en.wikipedia.org/wiki/Honolulu_International_Airport,13.0,Y,0,737
6202,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,KOA,PHKO,3514,Ellison Onizuka Kona International At Keahole Airport,Kona,HI,United States,19.738783,-156.045603,http://en.wikipedia.org/wiki/Kona_International_Airport,47.0,Y,0,737
6203,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,LIH,PHLI,3602,Lihue Airport,Lihue,HI,United States,21.97599983215332,-159.33900451660156,http://en.wikipedia.org/wiki/Lihu'e_Airport,153.0,Y,0,737
6204,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,Y,0,737
6205,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,PDX,KPDX,3720,Portland International Airport,Portland,OR,United States,45.58869934,-122.5979996,http://en.wikipedia.org/wiki/Portland_International_Airport,31.0,Y,0,DH4
6206,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,,0,319 CR9
6207,AA,24,American Airlines,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,SEA,KSEA,3577,Seattle Tacoma International Airport,Seattle,WA,United States,47.449001,-122.308998,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,433.0,Y,0,737
6208,AA,24,American Airlines,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,763
6209,AA,24,American Airlines,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,LAX,KLAX,3484,Los Angeles International Airport,Los Angeles,CA,United States,33.94250107,-118.4079971,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,125.0,,0,757
6210,AA,24,American Airlines,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,OAK,KOAK,3453,Metropolitan Oakland International Airport,Oakland,CA,United States,37.721298,-122.221001,http://en.wikipedia.org/wiki/Oakland_International_Airport,9.0,Y,0,737
6211,AA,24,American Airlines,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,,0,757
6212,AA,24,American Airlines,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,SJC,KSJC,3748,Norman Y. Mineta San Jose International Airport,San Jose,CA,United States,37.362598,-121.929001,http://en.wikipedia.org/wiki/San_Jose_International_Airport,62.0,Y,0,737
6213,AA,24,American Airlines,OGG,PHOG,3456,Kahului Airport,Kahului,HI,United States,20.8986,-156.429993,http://en.wikipedia.org/wiki/Kahului_Airport,54.0,SMF,KSMF,3817,Sacramento International Airport,Sacramento,CA,United States,38.69540023803711,-121.59100341796876,http://en.wikipedia.org/wiki/Sacramento_International_Airport,27.0,Y,0,737
6214,AA,24,American Airlines,OKC,KOKC,3863,Will Rogers World Airport,Oklahoma City,OK,United States,35.39310073852539,-97.60070037841795,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport,1295.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,M80 M83
6215,AA,24,American Airlines,OKC,KOKC,3863,Will Rogers World Airport,Oklahoma City,OK,United States,35.39310073852539,-97.60070037841795,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport,1295.0,LAX,KLAX,3484,Los Angeles International Airport,Los Angeles,CA,United States,33.94250107,-118.4079971,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,125.0,Y,0,CR7
6216,AA,24,American Airlines,OKC,KOKC,3863,Will Rogers World Airport,Oklahoma City,OK,United States,35.39310073852539,-97.60070037841795,http://en.wikipedia.org/wiki/Will_Rogers_World_Airport,1295.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,CR7 ER4
6217,AA,24,American Airlines,OMA,KOMA,3454,Eppley Airfield,Omaha,NE,United States,41.3032,-95.894096,http://en.wikipedia.org/wiki/Eppley_Airfield,984.0,CLT,KCLT,3876,Charlotte Douglas International Airport,Charlotte,NC,United States,35.2140007019043,-80.94309997558594,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,748.0,Y,0,CR9
6218,AA,24,American Airlines,OMA,KOMA,3454,Eppley Airfield,Omaha,NE,United States,41.3032,-95.894096,http://en.wikipedia.org/wiki/Eppley_Airfield,984.0,DCA,KDCA,3520,Ronald Reagan Washington National Airport,Washington,DC,United States,38.8521,-77.037697,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,15.0,Y,0,E70
6219,AA,24,American Airlines,OMA,KOMA,3454,Eppley Airfield,Omaha,NE,United States,41.3032,-95.894096,http://en.wikipedia.org/wiki/Eppley_Airfield,984.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,M80 M83
6220,AA,24,American Airlines,OMA,KOMA,3454,Eppley Airfield,Omaha,NE,United States,41.3032,-95.894096,http://en.wikipedia.org/wiki/Eppley_Airfield,984.0,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,Y,0,E75 ER4 CR7
6221,AA,24,American Airlines,OMA,KOMA,3454,Eppley Airfield,Omaha,NE,United States,41.3032,-95.894096,http://en.wikipedia.org/wiki/Eppley_Airfield,984.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,,0,319
6222,AA,24,American Airlines,ONT,KONT,3734,Ontario International Airport,Ontario,CA,United States,34.055999755859375,-117.60099792480467,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,944.0,DFW,KDFW,3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,TX,United States,32.896801,-97.038002,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,607.0,,0,M80 M83
6223,AA,24,American Airlines,ONT,KONT,3734,Ontario International Airport,Ontario,CA,United States,34.055999755859375,-117.60099792480467,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,944.0,PDX,KPDX,3720,Portland International Airport,Portland,OR,United States,45.58869934,-122.5979996,http://en.wikipedia.org/wiki/Portland_International_Airport,31.0,Y,0,CR7
6224,AA,24,American Airlines,ONT,KONT,3734,Ontario International Airport,Ontario,CA,United States,34.055999755859375,-117.60099792480467,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,944.0,PHX,KPHX,3462,Phoenix Sky Harbor International Airport,Phoenix,AZ,United States,33.43429946899414,-112.01200103759766,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,1135.0,,0,320 319
6225,AA,24,American Airlines,ONT,KONT,3734,Ontario International Airport,Ontario,CA,United States,34.055999755859375,-117.60099792480467,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,944.0,SEA,KSEA,3577,Seattle Tacoma International Airport,Seattle,WA,United States,47.449001,-122.308998,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,433.0,Y,0,737
6226,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,ABQ,KABQ,4019,Albuquerque International Sunport,Albuquerque,NM,United States,35.040199,-106.609001,http://en.wikipedia.org/wiki/Albuquerque_International_Sunport,5355.0,Y,0,E75
6227,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,ALO,KALO,5718,Waterloo Regional Airport,Waterloo,IA,United States,42.55709838867188,-92.40029907226562,http://en.wikipedia.org/wiki/Waterloo_Regional_Airport,873.0,Y,0,ERD
6229,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,ART,KART,3838,Watertown International Airport,Watertown,NY,United States,43.99190139770508,-76.02169799804688,http://en.wikipedia.org/wiki/Watertown_International_Airport,325.0,Y,0,ERD
6230,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,ATL,KATL,3682,Hartsfield Jackson Atlanta International Airport,Atlanta,GA,United States,33.6367,-84.428101,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,1026.0,Y,0,E75 CR7
6232,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,AUS,KAUS,3673,Austin Bergstrom International Airport,Austin,TX,United States,30.194499969482425,-97.6698989868164,http://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,542.0,,0,M80 M83
6233,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,AZO,KAZO,4039,Kalamazoo Battle Creek International Airport,Kalamazoo,MI,United States,42.234901428222656,-85.5521011352539,http://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek_International_Airport,874.0,Y,0,ER4 ERD
6234,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,BDL,KBDL,3825,Bradley International Airport,Windsor Locks,CT,United States,41.9388999939,-72.68319702149999,http://en.wikipedia.org/wiki/Bradley_International_Airport,173.0,Y,0,ER4 E75
6235,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,BMI,KBMI,4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,IL,United States,40.47710037,-88.91590118,http://en.wikipedia.org/wiki/Central_Illinois_Regional_Airport,871.0,Y,0,ER4 ERD
6236,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,BNA,KBNA,3690,Nashville International Airport,Nashville,TN,United States,36.1245002746582,-86.6781997680664,http://en.wikipedia.org/wiki/Nashville_International_Airport,599.0,Y,0,ER4 ERD CR7 E75
6237,AA,24,American Airlines,ORD,KORD,3830,Chicago O'Hare International Airport,Chicago,IL,United States,41.9786,-87.9048,http://en.wikipedia.org/wiki/O'Hare_International_Airport,672.0,BOS,KBOS,3448,General Edward Lawrence Logan International Airport,Boston,MA,United States,42.36429977,-71.00520325,http://en.wikipedia.org/wiki/Logan_International_Airport,20.0,,0,738
